,pid,name,sid,sentence
113,0,alabama,113,"The predominantly rural Alabama Legislative Assembly has always underfunded schools and services for African Americans deprived of their voting rights, but has not exempted them from taxes."
114,0,alabama,114,"Partly in response to the chronic underfunding of Afro-American education in the South, the Rosenwald Fund began to finance the construction of what was known as Rosenwald schools."
115,0,alabama,115,"In Alabama, these schools were designed and the construction was partly financed by the Rosenwald funds, which paid one third of the construction costs."
116,0,alabama,116,The fund required the local community and the state to raise matching funds to pay for the remainder.
117,0,alabama,117,"Black residents have indeed taxed themselves twice, raising additional funds to provide matching funds to these schools, which have been built in many rural areas."
118,0,alabama,118, They have also often given land and labor.
119,0,alabama,119," From 1913, the first 80 Rosenwald schools were built in Alabama for African-American children."
120,0,alabama,120,"A total of 387 schools, seven teachers' houses and several professional buildings were completed in 1937 in the State."
121,0,alabama,121, Many of the remaining school buildings in the state are now on the National Register of Historic Sites.
122,0,alabama,122,"The continuation of racial discrimination and lynching, the agricultural depression and the failure of cotton crops due to the infestation of ploughs has led tens of thousands of African-Americans from rural Alabama and other states to seek opportunities in the cities of the north and the centre-west during the first decades of the 20th century as part of the Great Migration out of the South."
123,0,alabama,123,"In view of this emigration, the population growth rate in Alabama (see the table ""historical populations"" below) decreased by almost half between 1910 and 1920."
124,0,alabama,124,"At the same time, many rural populations migrated to the city of Birmingham to work in new industrial jobs."
125,0,alabama,125,"Birmingham grew as fast as it was called the ""Magic City""."
126,0,alabama,126,"In 1920, Birmingham was the 36th city in the United States."
127,0,alabama,127, Heavy industry and the mining industry were at the root of its economy.
128,0,alabama,128," Its residents have been under-represented for decades in the State Parliament, which has refused to redistribute after each decennial census according to the evolution of the population, as required by the state constitution."
129,0,alabama,129, This changed only in the late 1960s following a trial and court order.
130,0,alabama,130, Industrial development linked to the demands of the Second World War has brought a level of prosperity to the unseen state since before the civil war.
131,0,alabama,131,Rural workers have come to the largest cities in the state to get better jobs and a higher standard of living.
132,0,alabama,132,An example of this massive influx of workers has occurred in Mobile.
133,0,alabama,133," Between 1940 and 1943, more than 89,000 people moved into the city to work in war-related industries."
134,0,alabama,134, Cotton and other commercial crops have become less important as the state has developed a base of production and services.
135,0,alabama,135," Despite the massive population changes in the state from 1901 to 1961, the predominantly rural legislature refused to renew the seats of the House and Senators according to the population, as required by the state constitution to follow the results of the decennial censuses."
136,0,alabama,136, They have maintained their former representation to maintain political and economic power in agricultural areas.
137,0,alabama,137,"One result was that Jefferson County, home to Birmingham's industrial and economic power, paid more than a third of all tax revenues to the state, but did not receive a proportional amount in services."
138,0,alabama,138,Urban interests are constantly underrepresented in Parliament.
139,0,alabama,139," According to a study conducted in 1960, due to rural domination, ""a minority of about 25 per cent of the total population of the State is under the majority control of the Alabama Legislative Assembly""."
140,0,alabama,140,"In Baker v. Carr (1962) and Reynolds v. Sims (1964), the United States Supreme Court held that the principle of ""one man, one vote"" should be the basis of both chambers of state legislatures, and that their districts should be based on population rather than geographic counties."
141,0,alabama,141,"In 1972, for the first time since 1901, the legislature completed the redistribution of Congress on the basis of the decennial census."
142,0,alabama,142," This has benefited the urban areas that have developed, as well as the population as a whole that has been underrepresented for more than sixty years."
143,0,alabama,143, Further changes have been made to the establishment of a representative State House and Senate districts.
144,0,alabama,144," African-Americans continued to lobby in the 1950s and 1960s to end exclusion and segregation in the state through the civil rights movement, including legal challenges."
145,0,alabama,145,"In 1954, the U.S. Supreme Court ruled in Brown v. Board of Education that public schools must be disaggregated, but Alabama was slow to comply."
146,0,alabama,146,"In the 1960s, under the leadership of Governor George Wallace, Alabama resisted federal requirements for desegregation."
147,0,alabama,147,"The civil rights movement witnessed significant events in Alabama, including the boycott of the Montgomery buses (1955-1956), the Freedom Rides in 1961 and the Selma marches in Montgomery in 1965."
148,0,alabama,148, They contributed to the adoption and enactment by the U.S. Congress of the 1964 Civil Rights Act and the 1965 Voting Rights Act.
149,0,alabama,149," Legal segregation in the states ended in 1964, but Jim Crow's customs often continued until they were specifically challenged in the courts."
150,0,alabama,150," According to the New York Times, in 2017, many Afro-Americans in Alabama lived in the cities of Alabama such as Birmingham and Montgomery."
151,0,alabama,151,"In addition, the area of the black belt in the centre of Alabama ""shelters largely poor counties that are mainly African-American."
152,0,alabama,152," These counties include Dallas, Lowndes, Marengo and Perry."""
153,0,alabama,153,Alabama has made some changes since the end of the twentieth century and has used new types of voting to increase representation.
154,0,alabama,154,"In the 1980s, an omnibus case of redistriction, Dillard v. Crenshaw County, challenged the general vote for seats representing 180 Alabama courts, including counties and school boards."
155,0,alabama,155," Voting in general has diluted the votes of any minority in a county, as the majority tends to take all seats."
156,0,alabama,156," Although African Americans are an important minority in the state, they have not been able to elect a representative in most jurisdictions in general."
157,0,alabama,157,"As part of the settlement of this case, five cities and counties of Alabama, including Chilton County, have adopted a cumulative voting system for the election of representatives in multiple-seat jurisdictions."
158,0,alabama,158, This has resulted in a more proportional representation of voters.
159,0,alabama,159,"In another form of proportional representation, 23 jurisdictions use limited voting, as in the County of Conecuh."
160,0,alabama,160,"In 1982, the limited vote was first tested in Conecuh County."
161,0,alabama,161," Together, the use of these systems has increased the number of African-American women and women elected to local offices, resulting in governments that are more representative of their citizens."
162,0,alabama,162,"Alabama is the thirtieth state of the United States with 52,419 square miles (135,760 km2) of the total area: 3.2% of the area is water, making the Alabama 23rd in quantity of surface water, also giving it the second largest inland waterway system in the United States."
163,0,alabama,163, Approximately three-fifths of the area is a soft plain with a general descent to the Mississippi River and the Gulf of Mexico.
164,0,alabama,164,"The region of North Alabama is mainly mountainous, with the Tennessee River cutting a large valley and creating many streams, streams, rivers, mountains and lakes."
165,0,alabama,165,"Alabama is bordered by Tennessee states in the north, Georgia in the east, Florida in the south, and Mississippi in the west."
166,0,alabama,166,"The alabama has a coast in the Gulf of Mexico, in the far south of the state."
167,0,alabama,167,The condition extends from sea-level altitude at Mobile Bay to almost half a mile in the northeast to Mount Cheaha at 2413 feet (735 m).
168,0,alabama,168,"Alabama land consists of 22 million acres (89,000 km2) of forest, or 67 per cent of the total area."
169,0,alabama,169,Suburban Baldwin County along the Gulf Coast is the largest county in the state in both the terrestrial and aquatic areas.
170,0,alabama,170, Areas of Alabama administered by the National Parks Service include Horseshoe Bend National Military Park near Alexander City
171,0,alabama,171,"Alabama also has four national forests: Conecuh, Talladega, Tuskegee and William B. Bankhead."
172,0,alabama,172,"Alabama also houses the Natchez Trace Promenade, the Selma To Montgomery National Historic Trail and the Tears National Historic Trail."
173,0,alabama,173,"Notable natural wonders include: the ""Natural Bridge"" rock, the longest natural bridge east of the Rocky Mountains, located just south of Haleyville; the Caverns Cathedral in Marshall County, named for its cathedral appearance, has one of the largest cave entrances and stalagmites in the world; the Red Ecor in Fairhope, the highest point on the coast between Maine and Mexico; DeSoto Caverns in Childersburg, the first officially recorded cave in the United States; the Noccalula Falls in Gadsden have a 90-foot waterfall; the Dismals Canyon near Phil Campbell, home to two waterfalls, six natural bridges and a hiding place for the legendary outlaw Jesse James; the Stephens Gap cave in Jackson County has a 143-foot pit, two cascades and is one of the most photographed wild cave scenes in America; the Little River Canyon near Fort Payne, one of the oldest 260-million-year-old limestone rivers in the country; and the Warwood Caver, one of the longest-year-old rocks in the country."
174,0,alabama,174,"A meteorite impact crater with a width of 8 km is located in Elmore County, just north of Montgomery."
175,0,alabama,175,"It is the Wetumpka crater, the site of the largest natural disaster in Alabama."
176,0,alabama,176,A 300-metre-wide meteorite hit the region about 80 million years ago.
177,0,alabama,177,"The hills just east of Wetumpka city centre present the eroded remains of the impact crater that was projected into the rocky substrate, with the area marked by the crater or the Wetumpka astroblem (""star-wound"") due to the concentric rings of fractures and areas of broken rocks that can be found under the surface."
178,0,alabama,178,"In 2002, Christian Koeberl, of the Institute of Geochemistry of the University of Vienna, published evidence and established the site as the 157th recognized impact crater on Earth."
179,0,alabama,179,The state is classified as wet subtropical (Cfa) in the Koppen Climate Classification.
180,0,alabama,180,The average annual temperature is 64 °F (18 °C).
181,0,alabama,181," Temperatures tend to be warmer in the southern part of the state, near the Gulf of Mexico, while northern parts of the state, especially in the northeast Appalachians, tend to be slightly colder."
182,0,alabama,182,"In general, Alabama has very warm summers and mild winters with abundant rainfall throughout the year."
183,0,alabama,183,"Alabama receives an annual average of 56 inches (1,400 mm) of precipitation and enjoys a long growing season of up to 300 days in the southern part of the state."
184,0,alabama,184,"Summers in Alabama are among the warmest in the United States, with average temperatures above 90°F (32°C) throughout the summer in parts of the state."
185,0,alabama,185,The alabama is also prone to tropical storms and even hurricanes.
186,0,alabama,186,"The remote Gulf State regions are not immune to the effects of storms, which often pour huge amounts of rain as they travel within the country and weaken."
187,0,alabama,187,South Alabama has many thunderstorms.
188,0,alabama,188,"The Gulf Coast, around Mobile Bay, is on average between 70 and 80 days per year with the thunder reported."
189,0,alabama,189," This activity decreases a little further north of the state, but even the far north of the state reports a thunderstorm of about 60 days a year."
190,0,alabama,190, Sometimes thunderstorms are violent with frequent lightning and large hail; the central and northern parts of the state are the most vulnerable to this type of storm.
191,0,alabama,191,Alabama ranks ninth in the number of lightning deaths and tenth in the number of lightning deaths strikes per inhabitant.
192,0,alabama,192,"Alabama, as well as Oklahoma and Iowa, have the most confirmed F5 and EF5 tornadoes of all states, according to the statistics of the National Climate Data Centre for the period from 1 January 1950 to June 2013."
193,0,alabama,193, Several long-standing F5/EF5 tornadoes have contributed to the fact that Alabama has reported more tornado deaths since 1950 than any other state.
194,0,alabama,194,The state was affected by the 1974 super-emergence and was ravaged by the 2011 super-emergency.
195,0,alabama,195,The 2011 Super Hatchery produced a record amount of tornadoes in the state.
196,0,alabama,196,The count is 62.
197,0,alabama,197,The peak tornado season varies between the north and south of the state.
198,0,alabama,198,The Alabama is one of the few places in the world that has a secondary tornado season in November and December in addition to the typically severe spring.
199,0,alabama,199,"The northern part, which extends over the Tennessee valley, is the most vulnerable."
200,0,alabama,200,"The area of Alabama and Mississippi most affected by tornadoes is sometimes called Dixie Alley, distinct from the tornado aisle of the southern plains."
201,0,alabama,201,"Winters are generally mild in Alabama, as they are in most of the southeastern United States, with mean minimum January temperatures around 40°F (4°C) in Mobile and around 32°F (0°C) in Birmingham."
202,0,alabama,202," Although snow is a rare occurrence in much of Alabama, regions of the state north of Montgomery can receive snow dust a few times each winter, with snowfalls sometimes moderately heavy every few years."
203,0,alabama,203, Historical snowfall includes the 1963 New Year's snowstorm and the 1993 century storm.
204,0,alabama,204,The annual average snowfall in the Birmingham area is 2 inches (51 mm) per year.
205,0,alabama,205,"In the southern Gulf, snowfall is less frequent, sometimes for several years without any snowfall."
206,0,alabama,206,"The highest temperature of Alabama at 112°F (44°C) was recorded on September 5, 1925 in the non-Centreville community."
207,0,alabama,207,The lowest record of -27°F (−33°C) occurred on 30 January 1966 in New Market.
208,0,alabama,208,"Alabama is home to a diversity of flora and fauna in habitats ranging from the Tennessee Valley, the Appalachian Plateau and the Appalachians of the ridge and northern valley to Piedmont, Canebrake and the black belt of the central region to the Gulf Coast Plain and beaches along the Gulf of Mexico to the south."
209,0,alabama,209,The state is usually ranked first for its global range of biodiversity.
210,0,alabama,210,"Alabama is found in the biome of subtropical coniferous forests and has once boasted of huge expanses of pine forests, which still constitute the largest proportion of the state's forests."
211,0,alabama,211,It is currently ranked fifth in the nation for its diversity of flora.
212,0,alabama,212,"It is home to almost 4,000 plant species of pteridophytes and spermatophytes."
213,0,alabama,213,"The state's native animal species include 62 mammalian species, 93 reptile species, 73 amphibian species, approximately 307 native freshwater fish species and 420 bird species that spend at least part of their year in the state."
214,0,alabama,214,Invertebrates include 97 crayfish species and 383 mollusc species.
215,0,alabama,215,113 of these mollusc species were never harvested outside the state.
216,0,alabama,216,"The U.S. Census Bureau estimates that the Alabama population as of 1 July 2019 was 4,903,185, an increase of 123,440 (2.58%) compared to the 2010 Census."
217,0,alabama,217," This includes a natural increase since the last census of 121,054 (502,457 births minus 381,403 deaths) and an increase due to net migration of 104,991 people in the state."
218,0,alabama,218,"Immigration from outside the United States resulted in a net increase of 31,180 people, and migration within the country resulted in a net gain of 73,811."
219,0,alabama,219," There were 108,000 foreign-born persons (2.4 per cent of the State population), of whom 22.2 per cent were undocumented (24,000)."
220,0,alabama,220,"The population centre of Alabama is located in Chilton County, outside the town of Jemison."
221,0,alabama,221," According to the 2010 census, Alabama had 4,779,736 inhabitants."
222,0,alabama,222,"The racial composition of the state was 68.5% White (67% non-Hispanic whites and 1.5% Hispanic whites), 26.2% Blacks or African Americans, 3.9% Hispanics or Latinos of any race, 1.1% Asians, 0.6% Alaska Native Americans, 0.1% Hawaii Native Americans and other Pacific Islanders, 2% ""Some Other Race"" and 1.5% ""Two or More Races""."
223,0,alabama,223,"In 2011, 46.6 per cent of the population of Alabama under the age of 1 were minorities."
224,0,alabama,224,"The main ancestry groups reported in Alabama are African (26.2%), English (23.6%), Irish (7.7%), German (5.7%) and Scottish-Irish (2%)."
225,0,alabama,225," Those who cite American ancestry in Alabama are usually of English or British origin; many Anglo-Americans identify themselves as having American ancestry because their roots have been in North America for so long, in some cases since the 1600s."
226,0,alabama,226, Demographers estimate that 20-23 per cent of Alabama's inhabitants are predominantly English-speaking and that this figure is probably higher.
227,0,alabama,227,"In the 1980 census, 41% of the inhabitants of Alabama identified themselves as being of English origin, making it the largest ethnic group at the time."
228,0,alabama,228," According to historical trends in migration and settlement in colonies and southern states, demographers estimate that there are more people in Alabama of Scottish origin than self-reported."
229,0,alabama,229," Many people in Alabama claim Irish ancestry because of the Scottish-Irish term but, according to historical immigration and settlement, their ancestors were more likely to be Scottish-Irish Protestants coming from the northern province of Ulster, where they had been for a few generations as part of English colonization."
230,0,alabama,230,"The Scots-Irish were the largest group of non-English immigrants in the British Isles before the American Revolution, and many settled in the South, later settling in the deep South as it developed."
231,0,alabama,231,"In 1984, under the Davis-Strong Act, the State Legislative Assembly created the Alabama Indian Affairs Commission."
232,0,alabama,232,Amerindian groups within the State are increasingly demanding recognition as ethnic groups and seeking to end discrimination.
233,0,alabama,233,"In view of the long history of slavery and the racial segregation associated with it, the Amerindian peoples, who have sometimes been of mixed race, insisted that their cultural identification be respected."
234,0,alabama,234,"In the past, their self-identification was often overlooked because the state was trying to impose a binary break in society in white and black."
235,0,alabama,235,"The state officially recognized nine American Indian tribes in the state, which were descended mainly from the five civilized tribes of the South-East American."
236,0,alabama,236, Here is what follows.
237,0,alabama,237,"The Government of the State promoted the recognition of Amerindian contributions to the State, including the designation in 2000 for Columbus Day, which will be celebrated jointly as Amerindian Heritage Day."
238,0,alabama,238," Most residents of Alabama (95.1% of those five years and over) spoke only English at home in 2010, down slightly from 96.1% in 2000."
239,0,alabama,239,"Alabama English is mainly from the south, and is linked to South Midland speech that was taken across the Tennessee border."
240,0,alabama,240,"In the great region of the discourse of the South, there is the decreasing loss of the last r, for example the ""boyd"" pronunciation of ""bird""."
241,0,alabama,241,"In the northern third of the state, there is a ""arm"" and a ""bark"" from the South Midland that laughs with ""shape"" and ""orb""."
242,0,alabama,242," Unique words in English in alabama include: red worm (versus earth), peak, snake doctor and snake nurse snake (dragonfly), towing bag (burlap bag), plum fishing (clingstone), French harp (harmonica) and dog irons (andirons)."
243,0,alabama,243,"In the 2008 U.S. Religious Identification Survey, 86% of Alabama respondents stated that their religion was Christian, with 6% Catholic, 11% non-religious."
244,0,alabama,244,"The composition of the other traditions is 0.5% Mormon, 0.5% Jewish, 0.5% Muslim, 0.5% Buddhist and 0.5% Hindu."
245,0,alabama,245,"The Alabama is located in the middle of the Bible Belt, a region of many Protestant Christians."
246,0,alabama,246,"Alabama was identified as one of the most religious states in the United States, with about 58% of the population regularly attending the church."
247,0,alabama,247,A majority of the population of the state is identified as an evangelical Protestant.
248,0,alabama,248,"In 2010, the three largest denominational groups in Alabama were the Southern Baptist Convention, the united Methodist Church and Evangelical Protestant non-confessional."
249,0,alabama,249,"In Alabama, the Baptist Convention of the South has the largest number of adherents with 1,380,121; it is followed by the United Methodist Church with 327,734 adherents, evangelical Protestant non-denominational with 220,938 adherents, and the Catholic Church with 150,647 adherents."
